Topic,Words,Frequency,Timestamp
48,"powdered, profeco, ipcdo7cimp, kilim, mwja2xdkc0",6,2023-05-13
49,"telegram, channel, ract1784, encuentrogaymty, video",9,2023-05-13
50,"oat, asthetic, cc5omhzz1x, oatmeal, elbowed",5,2023-05-13
51,"he, him, coffee, his, sugar",10,2023-05-13
52,"u0gm5zusoz, 66uwlmom01, xlpl7msbyi, qsq6boa32s, t3gudibnnn",10,2023-05-13
53,"out, get, dn99gzkoum, 6cxsslblku, grkwonnemn",10,2023-05-13
54,"hooker, hookers, thousand, little, am",11,2023-05-13
55,"tea, igelkjfvst, opnuxtnmip, putasumare, nadamas",7,2023-05-13
56,"pancakes, dulce, leche, jcpaz, k07pbjmzgb",6,2023-05-13
57,"paddling, dulce, paddle, de, leche",8,2023-05-13
58,"cat, kitten, z0fdhgblzc, telegrampremium, porncreator",5,2023-05-13
59,"tank, water, tanks, hot, f5s1y2dlhc",14,2023-05-13
62,"birthday, lots, birthdays, your, on",9,2023-05-13
63,"white, color, whiter, black, colored",18,2023-05-13
64,"friday, saturday, ojerwjdpah, nwrzaeihlf, 4uqnsxyqrq",8,2023-05-13
65,"teeth, cenieh, albasynchrotron, baby, dozz",8,2023-05-13
66,"tits, those, fill, let, n8lutz6wrx",11,2023-05-13
67,"smoothie, fruit, greek, pineapple, apple",8,2023-05-13
68,"strawberry, juice, n7xfmuf1kl, 1toxechdga, ajjajsjsjsj",9,2023-05-13
69,"jar, au21nbuvik, dulce, spoons, de",3,2023-05-13
70,"mood, chinijo, bad, zzqbje4ysr, vayu4obu7k",5,2023-05-13
71,"cookies, qtgdasruij, g4y, x5j40kvtsx, dinosaurus",7,2023-05-13
72,"arroz, con, leche, u2zfiwejgz, iry7degs4y",8,2023-05-13
74,"coconut, cococabra, dx6tnsg1c2, liyue, ne9pbarrep",5,2023-05-13
75,"50g, 350kcal, 200kcal, 6tazchenjj, sukaldean",5,2023-05-13
76,"croissants, snack, omelet, suffering, coffee",3,2023-05-13
77,"tweet, twitter, aged, tweets, sun",10,2023-05-13
78,"swallow, swallowing, yopmispysc, v5rksza3bo, qkiqx0voyz",10,2023-05-13
79,"daddy, qku46wprgh, onl33utdgv, selxeqacrz, wvznbfgbn0",6,2023-05-13
80,"bathed, enrk2b8wvf, eduej3vclw, jsqvqhaa3r, bath",3,2023-05-13
81,"oreo, seiemodm8k, ywmlk8tnj0, goodbye, cookie",4,2023-05-13
82,"argentina, dulce, argentinian, de, phbvxi8afn",5,2023-05-13
83,"churros, berlinesas, a9vlzkeyw9, celbpaax4d, dulce",4,2023-05-13
84,"much, g7k2wjldl4, cbwo7yx3xw, 7o2xlcjwdx, t64ofwhkoh",5,2023-05-13
85,"jahsjahsjd, qjsrusywfm, jsjasj, hajdhsjajaj, mel",3,2023-05-13
86,"strawberry, milkshake, t6zwup5u9o, pineapple, iced",2,2023-05-13
87,"breakfast, horn, gcparroquia, mb2wixadfl, 3bpi5dr7gx",5,2023-05-13
88,"lpm, unleashing, 3igbcabqm6, bkwrwkuaku, 0kzax30ogq",8,2023-05-13
89,"smells, smell, like, iurmxn3puv, opzkcyvnkx",8,2023-05-13
90,"rt, singadera, qchmkzaw6f, stdwesylbp, ahzc7apkgj",6,2023-05-13
92,"soy, beverages, r14xltiuzm, obf6ubp1s1, phosphates",11,2023-05-13
93,"delicious, estepalo, jlljrsbzf7, dlwrgiqji5, mngoafqzvk",7,2023-05-13
94,"bb, kisses, wherever, gdvsoxsvnd, cjsqoh6nqy",5,2023-05-13
95,"released, cheese, hcuoaic73v, campoestrella, 41016",2,2023-05-13
96,"sleep, glass, go, cloak, gye",6,2023-05-13
97,"bread, 3dfbaa5xaq, aghvt3i68f, bkxcnnrdhl, meuljfnbq2",7,2023-05-13
98,"eggs, 7dv1x7fwap, 4x6edbloqg, ufffffffff, totk",4,2023-05-13
99,"yogurt, hemisphere, ultrapasteurized, x0jvkk36ki, mexa",5,2023-05-13
100,"dulce, toast, de, bread, leche",5,2023-05-13
101,"w4roagxiid, u2wjqeawrm, she, julieta, juliana",2,2023-05-13
102,"cold, o3eheihhwf, glass, leads, pool",6,2023-05-13
103,"kill, myself, pudding, rice, want",3,2023-05-13
104,"drink, aesthetic, becoming, difficult, vegetable",3,2023-05-13
105,"her, his, he, release, tits",8,2023-05-13
106,"spilled, cry, muerome, wc0jgcoe3a, ovj9nmgxns",4,2023-05-13
107,"drink, drinkable, wmvbzwih1w, fbwnm083an, zxoi73hstu",6,2023-05-13
108,"rico, gayteen, ricooooooo, waooooo, chicosmedellin",13,2023-05-13
109,"drw3ygibdv, en, cu50nli2ei, gana, sfvg9olvw0",5,2023-05-13
110,"climbed, r0a9o0tdi6, forelock, knitted, detoxify",4,2023-05-13
111,"lick, dame, licking, bonitos, fthtymz05e",6,2023-05-13
113,"hot, porlamar, rg3slpr4s8, hmgxbjsxzh, bust",4,2023-05-13
114,"plot, escape, paramountplusbr, deathsroulette, h9o8kwl8cl",3,2023-05-13
115,"avena, ritual, miel, 8e0jrzkvvn, butter",1,2023-05-13
117,"expired, once, rancid, alive, throat",1,2023-05-13
118,"tiger, fridays, ccn8foz4bj, whew, waaa",3,2023-05-13
119,"cuckold, wife, dtc1dgvlyh, sigmund, h9iyzll9eq",4,2023-05-13
120,"açaí, shake, smoothie, acai, apportioning",9,2023-05-13
121,"ojr1xxj0q2, caramel, cappuccino, frapuccino, high",2,2023-05-13
122,"shake, shaken, coffee, batido, lu6dpm6pbj",5,2023-05-13
123,"poop, writing, pooping, ease, gossip",3,2023-05-13
124,"banana, bananas, u8ndvmqp1k, lvedp4uyvh, vromuilval",4,2023-05-13
-1,"and, of, milk, the, you",1643,2023-05-14
0,"of, the, livestock, farmers, price",112,2023-05-14
1,"coffee, with, milk, and, having",79,2023-05-14
2,"pudding, rice, made, mom, kill",40,2023-05-14
3,"healthy, lifestyle, living, habits, life",53,2023-05-14
4,"bad, what, people, have, milk",59,2023-05-14
5,"hit, car, crashed, head, had",61,2023-05-14
6,"bad, napoldick, the, he, league",63,2023-05-14
7,"latte, order, ordered, croissants, lactose",35,2023-05-14
8,"breast, werneck, donation, babies, tatá",20,2023-05-14
9,"asturian, asturias, asturiana, the, of",52,2023-05-14
10,"penalty, beaten, hit, ball, game",63,2023-05-14
11,"gay, cdmxencuentro, cruising_mx, gaymetro, funny_mxxx",36,2023-05-14
12,"beat, beats, nothing, up, getting",26,2023-05-14
13,"lactose, free, intolerant, stomach, intolerance",31,2023-05-14
14,"chocolate, savoy, guaymallen, vanilla, fresh",20,2023-05-14
15,"cereal, cereals, first, before, then",45,2023-05-14
16,"almond, coconut, 400p, mwordear, pxipv5ptey",20,2023-05-14
17,"cock, dick, penis, suck, my",36,2023-05-14
18,"video, videos, rt, upload, call",20,2023-05-14
19,"pump, pumping, mama, my, eljimagua",32,2023-05-14
20,"milkshake, seeds, swqdonm6lw, pns0mbmo84, yzboks72xw",25,2023-05-14
21,"people, bad, are, person, vibes",21,2023-05-14
22,"he, his, him, trent, episode",17,2023-05-14
23,"condensed, tuttti, 9j1tuxh4ar, 0m2zsp8xug, caronenger",12,2023-05-14
24,"want, wants, give, bpyle1bjij, wbu7t4f2qz",18,2023-05-14
26,"shaken, shake, unnoticed, shakes, shaking",22,2023-05-14
27,"physical, change, caz, eduin, his",26,2023-05-14
28,"shake, protein, 3r7ttw6yi7, hdvlc3aw5q, moods",6,2023-05-14
29,"calves, calcium, cow, cows, sesame",12,2023-05-14
30,"dulce, de, leche, lvoxretzpd, elhk7bzcec",17,2023-05-14
32,"mother, happy, breastfeeds, breast, day",32,2023-05-14
33,"mala, leche, perleche, mrd, ureña",19,2023-05-14
34,"ass, fill, ycqxhru4ge, exe6u2jhzt, ib5rezh6as",14,2023-05-14
35,"brothers, sisters, brother, sister, j3ykwmj6lv",14,2023-05-14
36,"leche, la, pui64qj8f4, wu51y41hum, ecologists",14,2023-05-14
37,"her, she, ixgjooacwm, jdzponszr4, congratulatory",12,2023-05-14
38,"ice, cream, dulce, de, leche",14,2023-05-14
39,"tortafrita, coml, jajskkdjsj, jfhwidhi6l, hzvwnamhzm",3,2023-05-14
40,"skin, capsules, 48, pack, gusto",9,2023-05-14
41,"change, physical, fuertaco, months, achieve",12,2023-05-14
42,"record, broken, records, views, broke",19,2023-05-14
43,"rich, how, dick, yoq3gaim9r, tpybdvsrym",10,2023-05-14
44,"cake, dulce, de, leche, fried",13,2023-05-14
45,"con, café, cafe, leche, un",9,2023-05-14
46,"face, mouth, pour, dnsxcfkwvq, g8jlnvjf32",14,2023-05-14
47,"fill, rtpxmwlr8g, 9igtite7rm, mtsnkchiyl, vbvwk3wmck",12,2023-05-14
48,"powdered, powder, uhhcgnpv73, ngtzdhefyt, jsjk",10,2023-05-14
49,"telegram, group, join, channel, aahgmcdwiz",6,2023-05-14
50,"oat, oatmeal, yolehspynf, icesmoke, 6njvj0uuzb",8,2023-05-14
51,"he, smile, his, him, ishtar",7,2023-05-14
52,"dot, leuh8bmen8, elesis, nwkmunp6tb, h3wxhybglc",16,2023-05-14
53,"get, out, nlgmlw5oka, enjb2q97r7, eox8avpgsg",7,2023-05-14
54,"hooker, hookers, haired, her, 2fpumwzbuz",12,2023-05-14
55,"tea, r2e4tm3rnb, 6fdq0xtnkt, mr1aqmg8gx, bobba",8,2023-05-14
56,"pancakes, dulce, de, sentimental, leche",4,2023-05-14
57,"paddling, dulce, de, chef, pastry",10,2023-05-14
58,"cat, kitten, kittens, cats, marian",8,2023-05-14
59,"tank, vpokdylhrz, ixxht048al, hy6r9hcqhb, ascooo",6,2023-05-14
62,"birthday, lots, sebas, on, your",11,2023-05-14
63,"white, rvqbkc24ny, estoopido, sefzho3ubo, b4lmxwy2gm",13,2023-05-14
64,"sunday, morning, mornings, good, wrckpe9ecf",9,2023-05-14
65,"teeth, baby, tooth, warlo, njaz627cge",4,2023-05-14
66,"tits, breasts, vn2romrtrw, opcxbj33hq, ppxjnq4afa",7,2023-05-14
67,"smoothie, fruit, qdgdrmyk63, 3hjfympr1b, 0eydnlr1ph",7,2023-05-14
68,"strawberry, malcom, jajsjdnnsajsnfnsj, lechesaborizada, 4rtfiqwsyv",5,2023-05-14
69,"dulce, de, leche, yqdxhjhm7g, oullea",8,2023-05-14
70,"mood, bad, schtehpbpt, oge7eofzt0, wlgftc1eml",11,2023-05-14
71,"cookies, favorite, qarjz0uqzr, pringles, cookie",8,2023-05-14
72,"arroz, con, leche, im, 2f2adikuuq",11,2023-05-14
73,"sugar, uyarmbc3ll, nietitos, cannon, dulce",2,2023-05-14
74,"coconut, s2hep0rpsc, 17bv0hxkqw, breath, movement",5,2023-05-14
75,"salad, garlic, potatoes, kddu1oftsx, frilled",5,2023-05-14
76,"croissants, coffee, croissant, sunday, nicest",4,2023-05-14
77,"twitter, m6a6lpjx1j, osthsq7kse, jyqg6sh7ym, vietnam",4,2023-05-14
78,"swallow, hugzizr0lm, nxt5r2rl4m, n4w7v6kxnt, qhjdsaxg3l",8,2023-05-14
79,"daddy, darek_kraftxxx, pfrfrtlb6x, 7ogt7t1lp3, vagilane",5,2023-05-14
80,"0vr9l5nuzo, 6va8tpehe1, bath, boasted, freshness",2,2023-05-14
81,"oreo, oreos, jkssj, seeeeeee, yutub",7,2023-05-14
82,"toby, argentinian, oof4ejatby, yfh9g7r7jr, benching",3,2023-05-14
83,"churros, churro, dulce, de, leche",7,2023-05-14
84,"6467xp9sdl, bgyqumjcze, wowww, much, how",2,2023-05-14
85,"jaksajsjsjsjajajahajajs, jjajajajajajaja, jsjsjaaj, shqg72r8zs, jsksksksjs",6,2023-05-14
86,"strawberry, milkshake, b0bhozjd8b, 17am, orangutan",9,2023-05-14
87,"breakfast, h9spxs43od, mpl1iw6uys, qo9hrhxt9k, 6eiagrszet",9,2023-05-14
88,"lpm, what, bad, call, anything",3,2023-05-14
89,"smell, mo3sejsrmy, tweets, cut, play",2,2023-05-14
90,"rt, give, 6vwgfua4jc, 7gtk1jwfgv, iqlb0irym9",9,2023-05-14
92,"soy, avhxsjdpyw, dseyqbx8c1, laive, noooo",3,2023-05-14
93,"delicious, mongui, cnzviqjmsr, vh6fetp7rk, andrada",4,2023-05-14
94,"bb, kisses, wherever, ynugsaxhqi, a16ssjoovm",5,2023-05-14
95,"cheeses, cheese, erfqlgkfse, quesocremoso, balkans",2,2023-05-14
96,"sleep, glass, bed, go, cyv9axpqqy",10,2023-05-14
97,"bread, tbuhxnpduw, zcznoj1apn, omek0e6o75, 8k9uhbjwmw",5,2023-05-14
98,"jflicy072v, mija, morra, eggs, mushrooms",2,2023-05-14
99,"yogurt, ozuna, confle, pbywkdabyy, v5lqre9gsr",5,2023-05-14
100,"anyways, aaaaa, breads, bread, butter",2,2023-05-14
101,"zxft5cvm5r, hdfnlsmaig, julietapoggio, constanza, account",2,2023-05-14
102,"cold, seemed, region, boleancho, glass",4,2023-05-14
103,"kill, myself, pudding, rice, want",4,2023-05-14
104,"drink, prn4kfs9qg, parturient, whole, purity",8,2023-05-14
105,"her, moaned, his, its, sarah",6,2023-05-14
106,"spilled, over, cry, crying, use",14,2023-05-14
107,"drink, yvklv3t0jg, dkzfca0l9h, upe952tcsc, hszkxugpyc",5,2023-05-14
108,"rico, lkn4xcdi2e, mgijlo9qvs, c7kncu2gzz, jqyn9pfpem",4,2023-05-14
109,"que, la, imaginate, cfmqlweskl, ywuylmoxkw",6,2023-05-14
110,"miauuu, jsjsjs, furniture, complex, climb",1,2023-05-14
111,"licking, lick, odnmxogxl0, s10seauehq, yhpkvfjxak",3,2023-05-14
112,"superautomatic, nozzle, magnifica, longhi, maker",8,2023-05-14
113,"ingkrnnswv, qgp6mir6jk, awake, hot, radargaymx",1,2023-05-14
114,"freak, finished, far, cry, really",1,2023-05-14
115,"butter, bwisit, creamline, aamt9guduk, brito",2,2023-05-14
116,"a4mc4rt1ij, lecche, dame, boot, giblets",1,2023-05-14
117,"expired, expiration, expires, date, xdophsts88",9,2023-05-14
118,"tiger, qc3xqf2f0u, aphrodisiac, chose, sweetheart",2,2023-05-14
119,"cuckold, cnrunqh5xf, c620b5wjn0, wiftexxxki, gn8abu5epl",5,2023-05-14
120,"açaí, urucania, açai, mardel, sore",2,2023-05-14
121,"soy, cappuccino, capuccino, ahhh, sucker",5,2023-05-14
122,"achievement, shaken, nesquik, shake, snack",2,2023-05-14
123,"poop, bugxevnqcz, dy0xp5jtkw, tbcnfasi46, pedazo",4,2023-05-14
124,"banana, zordr4f9ib, cuartic, bananas, frog",3,2023-05-14
-1,"milk, and, to, the, co",1692,2023-05-15
0,"price, of, in, the, meat",236,2023-05-15
1,"coffee, with, milk, drink, sugar",116,2023-05-15
2,"rice, pudding, made, grandmother, mom",60,2023-05-15
3,"healthy, eating, emergencies, lifestyle, health",97,2023-05-15
4,"bad, have, milk, people, what",70,2023-05-15
5,"hit, crashed, car, had, head",79,2023-05-15
6,"bad, team, zampedri, league, boca",66,2023-05-15
7,"latte, matcha, oat, order, myself",42,2023-05-15
8,"breast, donation, human, breastfeeding, babies",46,2023-05-15
9,"asturian, asturias, pokemon, asturiana, the",42,2023-05-15
10,"beaten, penalty, goals, alexia, goal",18,2023-05-15
11,"gay, wankchat, femboy, funny_mxxx, cumtribute",39,2023-05-15
12,"beat, beats, nothing, up, beaten",26,2023-05-15
13,"lactose, free, intolerant, pdgespanol, stomach",53,2023-05-15
14,"chocolate, choco, fresh, morelia, lzy8pcotjk",40,2023-05-15
15,"cereal, cereals, first, before, then",45,2023-05-15
16,"almond, milk, tasted, coffee, soy",37,2023-05-15
17,"cock, dick, suck, kissing, my",34,2023-05-15
18,"video, videos, rt, call, onlyfans",40,2023-05-15
19,"pump, pumping, lvq9epi9su, pumped, morbogay",27,2023-05-15
20,"milkshake, xflkkyatst, 6g9rxqixv8, 15dinner, meqjnsjklh",29,2023-05-15
21,"people, bad, are, be, person",20,2023-05-15
22,"he, his, him, cooheart, whom",23,2023-05-15
23,"condensed, clorox, acnwzsnjrm, tyue4ygdvr, d4g4zpneie",12,2023-05-15
24,"wants, want, dvhlo4qtvb, tj6ix7ih6u, x5mbzmmbry",17,2023-05-15
26,"shaken, unnoticed, shake, up, okay",23,2023-05-15
27,"physical, change, corregüela, his, ginés",18,2023-05-15
28,"shake, protein, gym, workout, training",13,2023-05-15
29,"notomemitos, datocurioso, jflafaurie, cow, fedegan",24,2023-05-15
30,"dulce, de, leche, terrabusi, perfume",13,2023-05-15
32,"mother, father, baby, mom, son",25,2023-05-15
33,"mala, leche, remil, mina, son",14,2023-05-15
34,"ass, fill, asses, wanting, little",21,2023-05-15
35,"sisters, brother, sister, brothers, jqqnaiwdih",14,2023-05-15
36,"leche, cande, intrusos, repressing, bz9glxbu0u",17,2023-05-15
37,"her, she, aymi, sigmax, omt20lnbjx",12,2023-05-15
38,"ice, cream, dulce, de, leche",12,2023-05-15
39,"dulce, de, leche, terrabusi, bon",5,2023-05-15
40,"skin, perfume, amazon, ritaura, restores",10,2023-05-15
41,"physical, change, weighing, notice, bkhchdozcy",11,2023-05-15
42,"record, broken, records, 100, broke",15,2023-05-15
43,"rich, how, divine, would, richer",17,2023-05-15
44,"cake, dulce, de, leche, cakes",15,2023-05-15
45,"con, café, cafe, chorizito, leche",8,2023-05-15
46,"face, mouth, fill, fbektiiim4, jauh3iveb5",15,2023-05-15
47,"fill, filled, with, up, shell",21,2023-05-15
48,"powdered, powder, klim, wbbrcjre24, oranets0qb",9,2023-05-15
49,"telegram, channel, rt, dm, subscribe",17,2023-05-15
50,"oatmeal, oat, oats, chia, swore",12,2023-05-15
51,"he, sugar, his, coffee, smile",10,2023-05-15
52,"zbfy7xikae, serlbrbw5h, uygzymhagf, skqsew4uir, ua4xeukfcs",8,2023-05-15
53,"out, 1xb1psa9w7, get, 95xqtdzdgz, blp8tjeyp8",11,2023-05-15
54,"hooker, hookers, little, vixen, begging",12,2023-05-15
55,"tea, avo, hornimans, juyacw23jc, v38jyugxvr",11,2023-05-15
56,"pancakes, dulce, de, leche, kpcybhfzus",8,2023-05-15
57,"paddling, dulce, de, leche, rowing",11,2023-05-15
58,"kitten, cat, cats, hera, kittens",12,2023-05-15
59,"tank, edzoby2gio, cn9xth6j3g, xdiosss, vaguito",7,2023-05-15
61,"puntarenenses, kioskoroca, hypothesis, stomachs, choripan",1,2023-05-15
62,"birthday, lots, your, on, frevinho",11,2023-05-15
63,"white, colored, bandidaaaa, 94rqqwg6qx, x5xl1lxfsn",7,2023-05-15
64,"morning, sunday, good, up, start",14,2023-05-15
65,"teeth, baby, tooth, having, merequetengue",12,2023-05-15
66,"tits, fill, them, rich, huge",18,2023-05-15
67,"smoothie, hob8ysxef3, ekyxnznpdh, lsy88hmcgb, bubulubu",7,2023-05-15
68,"strawberry, juice, soothed, goodooo, apple",6,2023-05-15
69,"dulce, jar, de, leche, spoonful",11,2023-05-15
70,"mood, bad, xakmnyo12p, mauritysthella, headless",9,2023-05-15
71,"cookies, malapparition, ys2jo6yloj, cleptotwt, tfg",6,2023-05-15
72,"arroz, con, 8dwk7ihrfq, leche, asf",6,2023-05-15
73,"18vwfbtvty, aaahhhh, blhkj1i9pu, margusawards, impalpable",2,2023-05-15
74,"coconut, step, bebidasfrias, comidasaludable, e1jsuhjain",9,2023-05-15
75,"salad, cheese, sublimating, metabolismo, aixkci0get",4,2023-05-15
76,"croissants, otwx79uskw, オペラほいほい, friar, recommendation",3,2023-05-15
77,"tweet, twitter, tweets, hkhc64eike, xwfsdnpcrb",7,2023-05-15
78,"swallow, swallowing, mm, vjmsowka9o, 0vxw4vtht5",7,2023-05-15
79,"daddy, fbfourd7kl, xhrrgucblo, 0qojmaftyr, 5jo9xir7b5",8,2023-05-15
80,"bathe, gd10xqfakg, aebaza8rsr, zvibcezgkq, bathed",3,2023-05-15
81,"oreo, oreos, 456, disciplined, cookies",4,2023-05-15
82,"argentinian, uruguayan, dulce, mazzlmb237, c7cavwqc5y",5,2023-05-15
83,"churro, churros, dulce, de, leche",4,2023-05-15
84,"pfyflirp9o, zlde6h4ukv, alaaaaa, undi, flagship",4,2023-05-15
85,"jjjjjj, durso, 4svbupiy5n, pijas, indigena",4,2023-05-15
86,"strawberry, milkshake, gvexqh8s8r, izn6wtq23g, ao0u3nambr",7,2023-05-15
87,"z45924jc05, o1w6falsmi, breakfast, emi, azzaro",3,2023-05-15
88,"lpm, bad, much, naaaaaa, juve",9,2023-05-15
89,"smell, smells, cut, papuuu, 7ituywwgyk",8,2023-05-15
90,"rt, wm6njnkdxe, ytb1g04jf4, zloyctspf6, 5jfkniovhk",6,2023-05-15
91,"sirens, sgyhtnxlmy, achar, m7swwuvzh5, havic",4,2023-05-15
92,"soy, wing, lazy, yjmkyqmrce, vocactualeci",7,2023-05-15
93,"delicious, amgzcrm3vo, armstrong_lalo, ecd57i5zyc, uk51uwtl1p",5,2023-05-15
94,"bb, kisses, wherever, mommy, favorite",8,2023-05-15
95,"cavilac, cheese, 90, produced, used",21,2023-05-15
96,"sleep, glass, r34awbrfnw, rvueflagie, rojos_municipal",6,2023-05-15
97,"bread, hyye58vu0n, ysvq0zzenf, elfelion, tumaca",5,2023-05-15
98,"eggs, loaded, full, tgh7atm5yi, l7g7iapesb",9,2023-05-15
99,"yogurt, sachet, greek, dzdt3h6bj8, z6lh3dkp2y",11,2023-05-15
100,"toast, bread, gustitos, 1721, 6344",3,2023-05-15
102,"glass, cold, review, swear, hitting",3,2023-05-15
103,"kill, myself, pudding, rice, want",7,2023-05-15
104,"f8fkm7h6kh, pee, things, learned, besides",1,2023-05-15
105,"her, his, blood, blonde, she",5,2023-05-15
106,"cry, spilled, biccn77ls2, cantonal, over",2,2023-05-15
107,"drink, atocwdofv5, wfywkncijz, f7eqdubvz0, mq72epwqvi",6,2023-05-15
108,"rico, 0yvzgaa8ih, ldh7dskboo, uvadajkbmr, milkshaken",3,2023-05-15
109,"que, culo, el, mi, ix7vb1eruo",6,2023-05-15
110,"crobar, laurilla, jbbxs3vtdd, u85n7rffey, weeknight",5,2023-05-15
111,"licking, lick, d4wtjlhc8w, squarely, uuvcnmtx89",3,2023-05-15
112,"superautomatic, maker, nozzle, magnifica, longhi",6,2023-05-15
113,"hot, eepy, sse64wnt6s, i2gyibaagk, cgvfmkz57u",7,2023-05-15
114,"vertigo, joelansdale, 7loxqx8vu1, shioban, series",3,2023-05-15
115,"butter, qnwifw9fun, aguila, tofi, milkaut",2,2023-05-15
117,"expired, liberarian, expire, drank, die",3,2023-05-15
118,"tiger, masterchefcelebrity, god6cg89bq, reproductions, criezgoaku",5,2023-05-15
119,"cuckold, wife, 8yywnvnzgx, tzssgawp4z, mhoadm3k8w",6,2023-05-15
120,"açaí, napoli, yara, tudo, bom",3,2023-05-15
121,"capuccino, cappuccino, tooookkss, y2jwctmzxf, criollo",5,2023-05-15
122,"shaken, rumor, wonder, coffee, world",2,2023-05-15
123,"poop, exzv3uy7vx, helked_, l2uexpyzan, ztff0jmw8w",7,2023-05-15
124,"banana, hmmmm, qw0vkre6vc, yu1xuvacg6, hypercaloric",5,2023-05-15
-1,"milk, and, co, https, the",1972,2023-05-16
0,"of, production, the, in, price",242,2023-05-16
1,"coffee, with, milk, and, drink",112,2023-05-16
2,"rice, pudding, hermanos16mayo, made, mom",84,2023-05-16
3,"healthy, lifestyle, health, eating, diet",99,2023-05-16
4,"bad, people, what, milk, have",87,2023-05-16
5,"hit, crashed, car, hitting, head",49,2023-05-16
6,"bad, play, player, football, team",51,2023-05-16
7,"latte, matcha, croissants, myself, morning",51,2023-05-16
8,"breast, donation, human, breastfeeding, babies",64,2023-05-16
9,"asturian, asturias, nortes_me, asturiana, spaceship",59,2023-05-16
10,"beaten, santos, penalty, vasco, beat",15,2023-05-16
11,"gay, nsfwtw, ass, rt, cum",43,2023-05-16
12,"beat, beats, nothing, beaten, up",39,2023-05-16
13,"lactose, free, intolerant, stomach, drink",36,2023-05-16
14,"chocolate, fresh, jungly, vanilla, choco",37,2023-05-16
15,"cereal, cereals, first, before, eat",36,2023-05-16
16,"almond, coconut, milk, nutri, monarca",43,2023-05-16
17,"cock, dick, suck, my, want",31,2023-05-16
18,"video, videos, send, rt, onlyfans",34,2023-05-16
19,"pump, pumping, pumped, my, want",29,2023-05-16
20,"milkshake, v2hqjcooiu, qwjig26lxi, isfeqdtkaa, danpauv10",26,2023-05-16
21,"people, bad, envious, are, how",27,2023-05-16
22,"he, him, his, promised, ujuqqmu2ne",21,2023-05-16
23,"condensed, gorditas, strawberries, expire, postres",24,2023-05-16
24,"want, wants, https, co, ktuiellm7c",19,2023-05-16
26,"shaken, shake, unnoticed, shaking, up",27,2023-05-16
27,"physical, change, jonah, hill, drastic",26,2023-05-16
28,"shake, protein, weight, lose, shakes",27,2023-05-16
29,"cow, cows, jflafaurie, fedegan, vitamin",18,2023-05-16
30,"dulce, de, leche, rights, gossip",17,2023-05-16
32,"baby, breast, give, when, mom",22,2023-05-16
33,"mala, leche, bitch, son, la",18,2023-05-16
34,"ass, fill, your, leave, my",17,2023-05-16
35,"brothers, sisters, brother, pana, yoano",11,2023-05-16
36,"leche, intrusos, cande, la, tres",24,2023-05-16
37,"her, she, mtmmo0pvzi, liiaefkszd, tvfrvxrdl3",11,2023-05-16
38,"ice, cream, dulce, de, leche",29,2023-05-16
39,"dulce, xz4otqcvgv, mgpkjfrkec, suybwhonjf, djbf5dqbi1",4,2023-05-16
40,"skin, omega, amazon, hair, gusto",9,2023-05-16
41,"physical, change, summer, brien, dylan",15,2023-05-16
42,"record, broken, records, million, overnight",11,2023-05-16
43,"rich, how, ass, got, zjfmhv9sdy",17,2023-05-16
44,"cake, dulce, de, cakes, fried",8,2023-05-16
45,"con, café, cafe, leche, cafecito",13,2023-05-16
46,"face, mouth, fill, mdrcdnnmap, p1zruojqxz",13,2023-05-16
47,"fill, filled, ccty9slvxz, eeih4vtcju, vnofi0csic",13,2023-05-16
48,"powdered, klim, powder, bromatology, dentroooo",15,2023-05-16
49,"telegram, channel, jerfzvilrr, group, subscribe",13,2023-05-16
50,"oat, oatmeal, kcal, oats, low",15,2023-05-16
51,"he, him, his, dinner, coffee",17,2023-05-16
52,"fbeey5nfx9, mw1hrp4vq8, bhqrtoqfvx, nwdbi7gqyk, potreika",12,2023-05-16
53,"get, out, gas, xxgbofos88, u1ju6sos0u",8,2023-05-16
54,"hooker, hookers, include, ass, thousand",12,2023-05-16
55,"tea, boba, pearls, tapioca, teapot",12,2023-05-16
56,"pancakes, dioshahahahahaha, de, dulce, gordis",5,2023-05-16
57,"paddling, dulce, de, leche, ztbjrixn3i",11,2023-05-16
58,"kitten, cat, cats, maya, wins",9,2023-05-16
59,"tank, wx8cjriiid, 5nv2ito7ma, ub5zqckbx6, tanks",5,2023-05-16
62,"birthday, lots, lot, your, sing",11,2023-05-16
63,"white, milky, pink, ucrr2azjfc, palermitian",8,2023-05-16
64,"morning, hxfdbzwlyp, 3zznlhlk16, kgcduavvfx, eepm2z7lpb",7,2023-05-16
65,"teeth, baby, ahreeee, quackiris, same",4,2023-05-16
66,"tits, suck, b8ozjikgop, astnopomlz, cqn7l8bglf",10,2023-05-16
67,"smoothie, banana, blender, vmncrakas0, apple",7,2023-05-16
68,"strawberry, juice, apricot, hobi, passion",9,2023-05-16
69,"wakanda, thor, gluttony, dulce, 6am",4,2023-05-16
70,"mood, bad, shybâ, xog4mlamhy, sngriwqzla",11,2023-05-16
71,"cookies, bdjgkvazlv, ko, riko, cookie",4,2023-05-16
72,"arroz, con, bombbb, bsn2s3qkof, fabulous",5,2023-05-16
74,"coconut, mate, neamus0139, sckt1xxkm7, i4i2kcpbxh",11,2023-05-16
75,"breakfast, cheese, chicken, 10, towels",14,2023-05-16
